fact_id,fact_group_id,entity,entity_type,attribute,value,text
F277,G056,Cobalt Energy,company,headquarters,Krakow,Cobalt Energy is headquartered in Krakow.
F278,G056,Cobalt Energy,company,ceo,Fatima Osei,The CEO of Cobalt Energy is Fatima Osei.
F279,G056,Cobalt Energy,company,flagship_product,Lattice Bridge 9,The flagship product of Cobalt Energy is Lattice Bridge 9.
F280,G056,Cobalt Energy,company,industry,Biotechnology,Cobalt Energy operates in the Biotechnology industry.
F281,G057,Copperline Labs,company,founded_year,2020,Copperline Labs was founded in 2020.
F282,G057,Copperline Labs,company,headquarters,Boston,Copperline Labs is headquartered in Boston.
F283,G057,Copperline Labs,company,ceo,Tomas Rahman,The CEO of Copperline Labs is Tomas Rahman.
F284,G057,Copperline Labs,company,flagship_product,Orbit Suite 4,The flagship product of Copperline Labs is Orbit Suite 4.
F285,G057,Copperline Labs,company,industry,InsurTech,Copperline Labs operates in the InsurTech industry.
F286,G058,Northbridge Genomics,company,founded_year,2023,Northbridge Genomics was founded in 2023.
F287,G058,Northbridge Genomics,company,headquarters,Vancouver,Northbridge Genomics is headquartered in Vancouver.
F288,G058,Northbridge Genomics,company,ceo,Peter Costa,The CEO of Northbridge Genomics is Peter Costa.
F289,G058,Northbridge Genomics,company,flagship_product,Lattice Bridge 3,The flagship product of Northbridge Genomics is Lattice Bridge 3.
F290,G058,Northbridge Genomics,company,industry,Semiconductor Design,Northbridge Genomics operates in the Semiconductor Design industry.
F291,G059,Carlos Virtanen,person,birth_city,Vancouver,Carlos Virtanen was born in Vancouver.
F292,G059,Carlos Virtanen,person,education,University of Helsinki,Carlos Virtanen graduated from University of Helsinki.
F293,G059,Carlos Virtanen,person,current_company,Ironwood Energy,Carlos Virtanen currently works at Ironwood Energy.
F294,G059,Carlos Virtanen,person,role,Platform Architect,The role of Carlos Virtanen is Platform Architect.
F295,G059,Carlos Virtanen,person,previous_company,Panasonic,Carlos Virtanen previously worked at Panasonic.
F296,G060,Erik Duarte,person,birth_city,Lisbon,Erik Duarte was born in Lisbon.
F297,G060,Erik Duarte,person,education,Universidad de Chile,Erik Duarte graduated from Universidad de Chile.
F298,G060,Erik Duarte,person,current_company,Crescent Labs,Erik Duarte currently works at Crescent Labs.
F299,G060,Erik Duarte,person,role,Product Strategy Head,The role of Erik Duarte is Product Strategy Head.
F300,G060,Erik Duarte,person,previous_company,Siemens,Erik Duarte previously worked at Siemens.
F301,G061,Marco Duarte,person,birth_city,Dublin,Marco Duarte was born in Dublin.
F302,G061,Marco Duarte,person,education,University of Cape Town,Marco Duarte graduated from University of Cape Town.
F303,G061,Marco Duarte,person,current_company,Sable Security,Marco Duarte currently works at Sable Security.
F304,G061,Marco Duarte,person,role,Research Director,The role of Marco Duarte is Research Director.
F305,G061,Marco Duarte,person,previous_company,Samsung,Marco Duarte previously worked at Samsung.
F306,G062,Carlos Berg,person,birth_city,Santiago,Carlos Berg was born in Santiago.
F307,G062,Carlos Berg,person,education,ETH Zurich,Carlos Berg graduated from ETH Zurich.
F308,G062,Carlos Berg,person,current_company,Sable Health,Carlos Berg currently works at Sable Health.
F309,G062,Carlos Berg,person,role,Product Strategy Head,The role of Carlos Berg is Product Strategy Head.
F310,G062,Carlos Berg,person,previous_company,IBM,Carlos Berg previously worked at IBM.
F311,G063,Ingrid Costa,person,birth_city,Santiago,Ingrid Costa was born in Santiago.
F312,G063,Ingrid Costa,person,education,University of Helsinki,Ingrid Costa graduated from University of Helsinki.
F313,G063,Ingrid Costa,person,current_company,Stonebrook Health,Ingrid Costa currently works at Stonebrook Health.
F314,G063,Ingrid Costa,person,role,Machine Learning Lead,The role of Ingrid Costa is Machine Learning Lead.
F315,G063,Ingrid Costa,person,previous_company,Bosch,Ingrid Costa previously worked at Bosch.
F316,G064,Lukas Blomqvist,person,birth_city,Lisbon,Lukas Blomqvist was born in Lisbon.
F317,G064,Lukas Blomqvist,person,education,Universidad de Chile,Lukas Blomqvist graduated from Universidad de Chile.
F318,G064,Lukas Blomqvist,person,current_company,Crescent Dynamics,Lukas Blomqvist currently works at Crescent Dynamics.
F319,G064,Lukas Blomqvist,person,role,Research Director,The role of Lukas Blomqvist is Research Director.
F320,G064,Lukas Blomqvist,person,previous_company,Panasonic,Lukas Blomqvist previously worked at Panasonic.
F321,G065,Erik Reyes,person,birth_city,Kyoto,Erik Reyes was born in Kyoto.
F322,G065,Erik Reyes,person,education,Seoul National University,Erik Reyes graduated from Seoul National University.
F323,G065,Erik Reyes,person,current_company,Stonebrook Systems,Erik Reyes currently works at Stonebrook Systems.
F324,G065,Erik Reyes,person,role,Research Director,The role of Erik Reyes is Research Director.
F325,G065,Erik Reyes,person,previous_company,Siemens,Erik Reyes previously worked at Siemens.
F326,G066,Erik Berg,person,birth_city,Warsaw,Erik Berg was born in Warsaw.
F327,G066,Erik Berg,person,education,University of Cape Town,Erik Berg graduated from University of Cape Town.
F328,G066,Erik Berg,person,current_company,Stonebrook Energy,Erik Berg currently works at Stonebrook Energy.
F329,G066,Erik Berg,person,role,Operations Lead,The role of Erik Berg is Operations Lead.
F330,G066,Erik Berg,person,previous_company,IBM,Erik Berg previously worked at IBM.
F331,G067,Elin Reyes,person,birth_city,Lisbon,Elin Reyes was born in Lisbon.
F332,G067,Elin Reyes,person,education,ETH Zurich,Elin Reyes graduated from ETH Zurich.
F333,G067,Elin Reyes,person,current_company,Amber Genomics,Elin Reyes currently works at Amber Genomics.
F334,G067,Elin Reyes,person,role,Senior Data Scientist,The role of Elin Reyes is Senior Data Scientist.
F335,G067,Elin Reyes,person,previous_company,Bosch,Elin Reyes previously worked at Bosch.
F336,G068,Erik Larsen,person,birth_city,Cape Town,Erik Larsen was born in Cape Town.
F337,G068,Erik Larsen,person,education,University of Toronto,Erik Larsen graduated from University of Toronto.
F338,G068,Erik Larsen,person,current_company,Silvergate Therapeutics,Erik Larsen currently works at Silvergate Therapeutics.
F339,G068,Erik Larsen,person,role,Platform Architect,The role of Erik Larsen is Platform Architect.
F340,G068,Erik Larsen,person,previous_company,Philips,Erik Larsen previously worked at Philips.
F341,G069,Noor Virtanen,person,birth_city,Cape Town,Noor Virtanen was born in Cape Town.
F342,G069,Noor Virtanen,person,education,Universidad de Chile,Noor Virtanen graduated from Universidad de Chile.
F343,G069,Noor Virtanen,person,current_company,Clearvale Aerospace,Noor Virtanen currently works at Clearvale Aerospace.
F344,G069,Noor Virtanen,person,role,Senior Data Scientist,The role of Noor Virtanen is Senior Data Scientist.
F345,G069,Noor Virtanen,person,previous_company,Siemens,Noor Virtanen previously worked at Siemens.
F346,G070,Sanjay Rahman,person,birth_city,Santiago,Sanjay Rahman was born in Santiago.
F347,G070,Sanjay Rahman,person,education,Tallinn University of Technology,Sanjay Rahman graduated from Tallinn University of Technology.
F348,G070,Sanjay Rahman,person,current_company,Sable Health,Sanjay Rahman currently works at Sable Health.
F349,G070,Sanjay Rahman,person,role,Operations Lead,The role of Sanjay Rahman is Operations Lead.
F350,G070,Sanjay Rahman,person,previous_company,Ericsson,Sanjay Rahman previously worked at Ericsson.
F351,G071,Meera Sano,person,birth_city,Seoul,Meera Sano was born in Seoul.
F352,G071,Meera Sano,person,education,IIT Bombay,Meera Sano graduated from IIT Bombay.
F353,G071,Meera Sano,person,current_company,Brightwell Logistics,Meera Sano currently works at Brightwell Logistics.
F354,G071,Meera Sano,person,role,Research Director,The role of Meera Sano is Research Director.
F355,G071,Meera Sano,person,previous_company,Panasonic,Meera Sano previously worked at Panasonic.
F356,G072,Aiko Duarte,person,birth_city,Warsaw,Aiko Duarte was born in Warsaw.
F357,G072,Aiko Duarte,person,education,University of Toronto,Aiko Duarte graduated from University of Toronto.
F358,G072,Aiko Duarte,person,current_company,Halcyon Robotics,Aiko Duarte currently works at Halcyon Robotics.
F359,G072,Aiko Duarte,person,role,Machine Learning Lead,The role of Aiko Duarte is Machine Learning Lead.
F360,G072,Aiko Duarte,person,previous_company,Siemens,Aiko Duarte previously worked at Siemens.
F361,G073,Carlos Petrov,person,birth_city,Denver,Carlos Petrov was born in Denver.
F362,G073,Carlos Petrov,person,education,Tallinn University of Technology,Carlos Petrov graduated from Tallinn University of Technology.
F363,G073,Carlos Petrov,person,current_company,Clearvale Security,Carlos Petrov currently works at Clearvale Security.
F364,G073,Carlos Petrov,person,role,Operations Lead,The role of Carlos Petrov is Operations Lead.
F365,G073,Carlos Petrov,person,previous_company,Samsung,Carlos Petrov previously worked at Samsung.
F366,G074,Noor Petrov,person,birth_city,Nairobi,Noor Petrov was born in Nairobi.
F367,G074,Noor Petrov,person,education,University of Helsinki,Noor Petrov graduated from University of Helsinki.
F368,G074,Noor Petrov,person,current_company,Silvergate Robotics,Noor Petrov currently works at Silvergate Robotics.
F369,G074,Noor Petrov,person,role,Product Strategy Head,The role of Noor Petrov is Product Strategy Head.
F370,G074,Noor Petrov,person,previous_company,IBM,Noor Petrov previously worked at IBM.
F371,G075,Lukas Sano,person,birth_city,Auckland,Lukas Sano was born in Auckland.
F372,G075,Lukas Sano,person,education,IIT Bombay,Lukas Sano graduated from IIT Bombay.
F373,G075,Lukas Sano,person,current_company,Fernwood Dynamics,Lukas Sano currently works at Fernwood Dynamics.
F374,G075,Lukas Sano,person,role,Operations Lead,The role of Lukas Sano is Operations Lead.
F375,G075,Lukas Sano,person,previous_company,Nokia,Lukas Sano previously worked at Nokia.
F376,G076,Layla Sano,person,birth_city,Santiago,Layla Sano was born in Santiago.
F377,G076,Layla Sano,person,education,Tallinn University of Technology,Layla Sano graduated from Tallinn University of Technology.
F378,G076,Layla Sano,person,current_company,Emberly Aerospace,Layla Sano currently works at Emberly Aerospace.
F379,G076,Layla Sano,person,role,Senior Data Scientist,The role of Layla Sano is Senior Data Scientist.
F380,G076,Layla Sano,person,previous_company,Philips,Layla Sano previously worked at Philips.
F381,G077,Diego Dube,person,birth_city,Tallinn,Diego Dube was born in Tallinn.
F382,G077,Diego Dube,person,education,Tallinn University of Technology,Diego Dube graduated from Tallinn University of Technology.
F383,G077,Diego Dube,person,current_company,Ironwood Therapeutics,Diego Dube currently works at Ironwood Therapeutics.
F384,G077,Diego Dube,person,role,Research Director,The role of Diego Dube is Research Director.
F385,G077,Diego Dube,person,previous_company,Samsung,Diego Dube previously worked at Samsung.
F386,G078,Ingrid Sano,person,birth_city,Auckland,Ingrid Sano was born in Auckland.
F387,G078,Ingrid Sano,person,education,ETH Zurich,Ingrid Sano graduated from ETH Zurich.
F388,G078,Ingrid Sano,person,current_company,Brightwell Genomics,Ingrid Sano currently works at Brightwell Genomics.
F389,G078,Ingrid Sano,person,role,Operations Lead,The role of Ingrid Sano is Operations Lead.
F390,G078,Ingrid Sano,person,previous_company,IBM,Ingrid Sano previously worked at IBM.
F391,G079,Sanjay Duarte,person,birth_city,Santiago,Sanjay Duarte was born in Santiago.
F392,G079,Sanjay Duarte,person,education,IIT Bombay,Sanjay Duarte graduated from IIT Bombay.
F393,G079,Sanjay Duarte,person,current_company,Crescent Bio,Sanjay Duarte currently works at Crescent Bio.
F394,G079,Sanjay Duarte,person,role,Platform Architect,The role of Sanjay Duarte is Platform Architect.
F395,G079,Sanjay Duarte,person,previous_company,Nokia,Sanjay Duarte previously worked at Nokia.
F396,G080,Carlos Ivanov,person,birth_city,Warsaw,Carlos Ivanov was born in Warsaw.
F397,G080,Carlos Ivanov,person,education,IIT Bombay,Carlos Ivanov graduated from IIT Bombay.
F398,G080,Carlos Ivanov,person,current_company,Meridian Therapeutics,Carlos Ivanov currently works at Meridian Therapeutics.
F399,G080,Carlos Ivanov,person,role,Operations Lead,The role of Carlos Ivanov is Operations Lead.
F400,G080,Carlos Ivanov,person,previous_company,Philips,Carlos Ivanov previously worked at Philips.
F401,G081,Elin Osei,person,birth_city,Boston,Elin Osei was born in Boston.
F402,G081,Elin Osei,person,education,Seoul National University,Elin Osei graduated from Seoul National University.
F403,G081,Elin Osei,person,current_company,Fernwood Health,Elin Osei currently works at Fernwood Health.
F404,G081,Elin Osei,person,role,Product Strategy Head,The role of Elin Osei is Product Strategy Head.
F405,G081,Elin Osei,person,previous_company,Philips,Elin Osei previously worked at Philips.
F406,G082,Noor Blomqvist,person,birth_city,Kyoto,Noor Blomqvist was born in Kyoto.
F407,G082,Noor Blomqvist,person,education,Tallinn University of Technology,Noor Blomqvist graduated from Tallinn University of Technology.
F408,G082,Noor Blomqvist,person,current_company,Vertex Security,Noor Blomqvist currently works at Vertex Security.
F409,G082,Noor Blomqvist,person,role,Machine Learning Lead,The role of Noor Blomqvist is Machine Learning Lead.
F410,G082,Noor Blomqvist,person,previous_company,Panasonic,Noor Blomqvist previously worked at Panasonic.
F411,G083,Sanjay Ivanov,person,birth_city,Auckland,Sanjay Ivanov was born in Auckland.
F412,G083,Sanjay Ivanov,person,education,Tallinn University of Technology,Sanjay Ivanov graduated from Tallinn University of Technology.
F413,G083,Sanjay Ivanov,person,current_company,Copperline Materials,Sanjay Ivanov currently works at Copperline Materials.
F414,G083,Sanjay Ivanov,person,role,Platform Architect,The role of Sanjay Ivanov is Platform Architect.
F415,G083,Sanjay Ivanov,person,previous_company,Bosch,Sanjay Ivanov previously worked at Bosch.
F416,G084,Erik Petrov,person,birth_city,Santiago,Erik Petrov was born in Santiago.
F417,G084,Erik Petrov,person,education,Universidad de Chile,Erik Petrov graduated from Universidad de Chile.
F418,G084,Erik Petrov,person,current_company,Vertex Health,Erik Petrov currently works at Vertex Health.
F419,G084,Erik Petrov,person,role,Hardware Engineering Lead,The role of Erik Petrov is Hardware Engineering Lead.
F420,G084,Erik Petrov,person,previous_company,Nokia,Erik Petrov previously worked at Nokia.
F421,G085,Layla Haddad,person,birth_city,Austin,Layla Haddad was born in Austin.
F422,G085,Layla Haddad,person,education,Universidad de Chile,Layla Haddad graduated from Universidad de Chile.
F423,G085,Layla Haddad,person,current_company,Clearvale Materials,Layla Haddad currently works at Clearvale Materials.
F424,G085,Layla Haddad,person,role,Senior Data Scientist,The role of Layla Haddad is Senior Data Scientist.
F425,G085,Layla Haddad,person,previous_company,Siemens,Layla Haddad previously worked at Siemens.
F426,G086,Aiko Kessler,person,birth_city,Dublin,Aiko Kessler was born in Dublin.
F427,G086,Aiko Kessler,person,education,University of Toronto,Aiko Kessler graduated from University of Toronto.
F428,G086,Aiko Kessler,person,current_company,Meridian Security,Aiko Kessler currently works at Meridian Security.
F429,G086,Aiko Kessler,person,role,Machine Learning Lead,The role of Aiko Kessler is Machine Learning Lead.
F430,G086,Aiko Kessler,person,previous_company,Bosch,Aiko Kessler previously worked at Bosch.
F431,G087,Noor Larsen,person,birth_city,Santiago,Noor Larsen was born in Santiago.
F432,G087,Noor Larsen,person,education,University of Cape Town,Noor Larsen graduated from University of Cape Town.
F433,G087,Noor Larsen,person,current_company,Sable Networks,Noor Larsen currently works at Sable Networks.
F434,G087,Noor Larsen,person,role,Product Strategy Head,The role of Noor Larsen is Product Strategy Head.
F435,G087,Noor Larsen,person,previous_company,Philips,Noor Larsen previously worked at Philips.
F436,G088,Ingrid Kessler,person,birth_city,Denver,Ingrid Kessler was born in Denver.
F437,G088,Ingrid Kessler,person,education,Tallinn University of Technology,Ingrid Kessler graduated from Tallinn University of Technology.
F438,G088,Ingrid Kessler,person,current_company,Crescent Security,Ingrid Kessler currently works at Crescent Security.
F439,G088,Ingrid Kessler,person,role,Machine Learning Lead,The role of Ingrid Kessler is Machine Learning Lead.
F440,G088,Ingrid Kessler,person,previous_company,Siemens,Ingrid Kessler previously worked at Siemens.
F441,G089,Bilal Duarte,person,birth_city,Boston,Bilal Duarte was born in Boston.
F442,G089,Bilal Duarte,person,education,University of Helsinki,Bilal Duarte graduated from University of Helsinki.
F443,G089,Bilal Duarte,person,current_company,Cobalt Logistics,Bilal Duarte currently works at Cobalt Logistics.
F444,G089,Bilal Duarte,person,role,Platform Architect,The role of Bilal Duarte is Platform Architect.
F445,G089,Bilal Duarte,person,previous_company,Samsung,Bilal Duarte previously worked at Samsung.
F446,G090,Sara Reyes,person,birth_city,Nairobi,Sara Reyes was born in Nairobi.
F447,G090,Sara Reyes,person,education,Tallinn University of Technology,Sara Reyes graduated from Tallinn University of Technology.
F448,G090,Sara Reyes,person,current_company,Meridian Robotics,Sara Reyes currently works at Meridian Robotics.
F449,G090,Sara Reyes,person,role,Hardware Engineering Lead,The role of Sara Reyes is Hardware Engineering Lead.
F450,G090,Sara Reyes,person,previous_company,IBM,Sara Reyes previously worked at IBM.
F451,G091,Hana Okonkwo,person,birth_city,Helsinki,Hana Okonkwo was born in Helsinki.
F452,G091,Hana Okonkwo,person,education,University of Cape Town,Hana Okonkwo graduated from University of Cape Town.
F453,G091,Hana Okonkwo,person,current_company,Fernwood Therapeutics,Hana Okonkwo currently works at Fernwood Therapeutics.
F454,G091,Hana Okonkwo,person,role,Platform Architect,The role of Hana Okonkwo is Platform Architect.
F455,G091,Hana Okonkwo,person,previous_company,IBM,Hana Okonkwo previously worked at IBM.
F456,G092,Lukas Rahman,person,birth_city,Austin,Lukas Rahman was born in Austin.
F457,G092,Lukas Rahman,person,education,ETH Zurich,Lukas Rahman graduated from ETH Zurich.
F458,G092,Lukas Rahman,person,current_company,Ashgrove Aerospace,Lukas Rahman currently works at Ashgrove Aerospace.
F459,G092,Lukas Rahman,person,role,Senior Data Scientist,The role of Lukas Rahman is Senior Data Scientist.
F460,G092,Lukas Rahman,person,previous_company,Philips,Lukas Rahman previously worked at Philips.
F461,G093,Noor Okonkwo,person,birth_city,Auckland,Noor Okonkwo was born in Auckland.
F462,G093,Noor Okonkwo,person,education,IIT Bombay,Noor Okonkwo graduated from IIT Bombay.
F463,G093,Noor Okonkwo,person,current_company,Cobalt Aerospace,Noor Okonkwo currently works at Cobalt Aerospace.
F464,G093,Noor Okonkwo,person,role,Hardware Engineering Lead,The role of Noor Okonkwo is Hardware Engineering Lead.
F465,G093,Noor Okonkwo,person,previous_company,Bosch,Noor Okonkwo previously worked at Bosch.
F466,G094,Felix Silva,person,birth_city,Boston,Felix Silva was born in Boston.
F467,G094,Felix Silva,person,education,University of Cape Town,Felix Silva graduated from University of Cape Town.
F468,G094,Felix Silva,person,current_company,Windrose Logistics,Felix Silva currently works at Windrose Logistics.
F469,G094,Felix Silva,person,role,Senior Data Scientist,The role of Felix Silva is Senior Data Scientist.
F470,G094,Felix Silva,person,previous_company,Philips,Felix Silva previously worked at Philips.
F471,G095,Bilal Nakamura,person,birth_city,Santiago,Bilal Nakamura was born in Santiago.
F472,G095,Bilal Nakamura,person,education,University of Helsinki,Bilal Nakamura graduated from University of Helsinki.
F473,G095,Bilal Nakamura,person,current_company,Stonebrook Genomics,Bilal Nakamura currently works at Stonebrook Genomics.
F474,G095,Bilal Nakamura,person,role,Product Strategy Head,The role of Bilal Nakamura is Product Strategy Head.
F475,G095,Bilal Nakamura,person,previous_company,Philips,Bilal Nakamura previously worked at Philips.
F476,G096,Marco Silva,person,birth_city,Dublin,Marco Silva was born in Dublin.
F477,G096,Marco Silva,person,education,University of Toronto,Marco Silva graduated from University of Toronto.
F478,G096,Marco Silva,person,current_company,Copperline Bio,Marco Silva currently works at Copperline Bio.
F479,G096,Marco Silva,person,role,Operations Lead,The role of Marco Silva is Operations Lead.
F480,G096,Marco Silva,person,previous_company,Nokia,Marco Silva previously worked at Nokia.
F481,G097,Anya Novak,person,birth_city,Tallinn,Anya Novak was born in Tallinn.
F482,G097,Anya Novak,person,education,Tallinn University of Technology,Anya Novak graduated from Tallinn University of Technology.
F483,G097,Anya Novak,person,current_company,Clearvale Logistics,Anya Novak currently works at Clearvale Logistics.
F484,G097,Anya Novak,person,role,Operations Lead,The role of Anya Novak is Operations Lead.
F485,G097,Anya Novak,person,previous_company,Bosch,Anya Novak previously worked at Bosch.
F486,G098,Elin Duarte,person,birth_city,Dublin,Elin Duarte was born in Dublin.
F487,G098,Elin Duarte,person,education,Seoul National University,Elin Duarte graduated from Seoul National University.
F488,G098,Elin Duarte,person,current_company,Cobalt Analytics,Elin Duarte currently works at Cobalt Analytics.
F489,G098,Elin Duarte,person,role,Product Strategy Head,The role of Elin Duarte is Product Strategy Head.
F490,G098,Elin Duarte,person,previous_company,Ericsson,Elin Duarte previously worked at Ericsson.
F491,G099,Hana Reyes,person,birth_city,Austin,Hana Reyes was born in Austin.
F492,G099,Hana Reyes,person,education,Tallinn University of Technology,Hana Reyes graduated from Tallinn University of Technology.
F493,G099,Hana Reyes,person,current_company,Silvergate Bio,Hana Reyes currently works at Silvergate Bio.
F494,G099,Hana Reyes,person,role,Product Strategy Head,The role of Hana Reyes is Product Strategy Head.
F495,G099,Hana Reyes,person,previous_company,Panasonic,Hana Reyes previously worked at Panasonic.
F496,G100,Lukas Petrov,person,birth_city,Helsinki,Lukas Petrov was born in Helsinki.
F497,G100,Lukas Petrov,person,education,University of Cape Town,Lukas Petrov graduated from University of Cape Town.
F498,G100,Lukas Petrov,person,current_company,Sable Bio,Lukas Petrov currently works at Sable Bio.
F499,G100,Lukas Petrov,person,role,Research Director,The role of Lukas Petrov is Research Director.
F500,G100,Lukas Petrov,person,previous_company,Bosch,Lukas Petrov previously worked at Bosch.
